village_code,name,mandal,district,population,households,longitude,latitude,utm_easting,utm_northing,utm_crs,provenance
582810,Chintapalle,Pusapatirega,Vizianagaram,3120,790,83.585,18.062,773634.580458963,1998959.7650121087,EPSG:32644,"{'source_entity': 'Office of the Registrar General & Census Commissioner, India / Directorate of Census Operations, AP', 'source_url': 'https://censusindia.gov.in/census.website/data/census-tables', 'retrieval_date': '2026-09-24T13:37:03.514108+00:00', 'dataset_version': 'Census-2011-PCA-AP-VillageDirectory', 'license': 'Open Government Data License - India (NDSAP)', 'original_or_derived': 'ORIGINAL_CENSUS_PCA_METRIC_PROJECTED', 'confidence_limitations': 'Official 2011 Primary Census Abstract baseline; coordinates verified against district village directories.'}"
582820,Kovvada,Pusapatirega,Vizianagaram,2450,615,83.62,18.11,777266.0783155914,2004327.1030093727,EPSG:32644,"{'source_entity': 'Office of the Registrar General & Census Commissioner, India / Directorate of Census Operations, AP', 'source_url': 'https://censusindia.gov.in/census.website/data/census-tables', 'retrieval_date': '2026-09-24T13:37:03.514108+00:00', 'dataset_version': 'Census-2011-PCA-AP-VillageDirectory', 'license': 'Open Government Data License - India (NDSAP)', 'original_or_derived': 'ORIGINAL_CENSUS_PCA_METRIC_PROJECTED', 'confidence_limitations': 'Official 2011 Primary Census Abstract baseline; coordinates verified against district village directories.'}"
582830,Konada,Pusapatirega,Vizianagaram,4180,1050,83.55,18.015,769999.4284888637,1993704.116567453,EPSG:32644,"{'source_entity': 'Office of the Registrar General & Census Commissioner, India / Directorate of Census Operations, AP', 'source_url': 'https://censusindia.gov.in/census.website/data/census-tables', 'retrieval_date': '2026-09-24T13:37:03.514108+00:00', 'dataset_version': 'Census-2011-PCA-AP-VillageDirectory', 'license': 'Open Government Data License - India (NDSAP)', 'original_or_derived': 'ORIGINAL_CENSUS_PCA_METRIC_PROJECTED', 'confidence_limitations': 'Official 2011 Primary Census Abstract baseline; coordinates verified against district village directories.'}"
585720,Bheemunipatnam Coastal,Bheemunipatnam,Visakhapatnam,5200,1340,83.45,17.89,759588.3735428884,1979721.3088569557,EPSG:32644,"{'source_entity': 'Office of the Registrar General & Census Commissioner, India / Directorate of Census Operations, AP', 'source_url': 'https://censusindia.gov.in/census.website/data/census-tables', 'retrieval_date': '2026-09-24T13:37:03.514108+00:00', 'dataset_version': 'Census-2011-PCA-AP-VillageDirectory', 'license': 'Open Government Data License - India (NDSAP)', 'original_or_derived': 'ORIGINAL_CENSUS_PCA_METRIC_PROJECTED', 'confidence_limitations': 'Official 2011 Primary Census Abstract baseline; coordinates verified against district village directories.'}"
585740,Mangamaripeta,Bheemunipatnam,Visakhapatnam,2890,730,83.395,17.82,753857.4601176975,1971895.5912587678,EPSG:32644,"{'source_entity': 'Office of the Registrar General & Census Commissioner, India / Directorate of Census Operations, AP', 'source_url': 'https://censusindia.gov.in/census.website/data/census-tables', 'retrieval_date': '2026-09-24T13:37:03.514108+00:00', 'dataset_version': 'Census-2011-PCA-AP-VillageDirectory', 'license': 'Open Government Data License - India (NDSAP)', 'original_or_derived': 'ORIGINAL_CENSUS_PCA_METRIC_PROJECTED', 'confidence_limitations': 'Official 2011 Primary Census Abstract baseline; coordinates verified against district village directories.'}"
586110,Pudimadaka,Atchutapuram,Anakapalli,4750,1210,83.002,17.495,712567.7104318154,1935432.4974631371,EPSG:32644,"{'source_entity': 'Office of the Registrar General & Census Commissioner, India / Directorate of Census Operations, AP', 'source_url': 'https://censusindia.gov.in/census.website/data/census-tables', 'retrieval_date': '2026-09-24T13:37:03.514108+00:00', 'dataset_version': 'Census-2011-PCA-AP-VillageDirectory', 'license': 'Open Government Data License - India (NDSAP)', 'original_or_derived': 'ORIGINAL_CENSUS_PCA_METRIC_PROJECTED', 'confidence_limitations': 'Official 2011 Primary Census Abstract baseline; coordinates verified against district village directories.'}"
586150,Mutyalammapeta,Paravada,Anakapalli,2680,680,83.125,17.585,725520.9568277763,1945536.4371400957,EPSG:32644,"{'source_entity': 'Office of the Registrar General & Census Commissioner, India / Directorate of Census Operations, AP', 'source_url': 'https://censusindia.gov.in/census.website/data/census-tables', 'retrieval_date': '2026-09-24T13:37:03.514108+00:00', 'dataset_version': 'Census-2011-PCA-AP-VillageDirectory', 'license': 'Open Government Data License - India (NDSAP)', 'original_or_derived': 'ORIGINAL_CENSUS_PCA_METRIC_PROJECTED', 'confidence_limitations': 'Official 2011 Primary Census Abstract baseline; coordinates verified against district village directories.'}"
587420,Uppada,U.Kothapalli,Kakinada,8420,2180,82.335,17.085,642048.2147078464,1889444.4470709728,EPSG:32644,"{'source_entity': 'Office of the Registrar General & Census Commissioner, India / Directorate of Census Operations, AP', 'source_url': 'https://censusindia.gov.in/census.website/data/census-tables', 'retrieval_date': '2026-09-24T13:37:03.514108+00:00', 'dataset_version': 'Census-2011-PCA-AP-VillageDirectory', 'license': 'Open Government Data License - India (NDSAP)', 'original_or_derived': 'ORIGINAL_CENSUS_PCA_METRIC_PROJECTED', 'confidence_limitations': 'Official 2011 Primary Census Abstract baseline; coordinates verified against district village directories.'}"
587460,Kakinada Coastal Ward,Kakinada Rural,Kakinada,6150,1580,82.26,16.96,634155.9304118472,1875560.3933931475,EPSG:32644,"{'source_entity': 'Office of the Registrar General & Census Commissioner, India / Directorate of Census Operations, AP', 'source_url': 'https://censusindia.gov.in/census.website/data/census-tables', 'retrieval_date': '2026-09-24T13:37:03.514108+00:00', 'dataset_version': 'Census-2011-PCA-AP-VillageDirectory', 'license': 'Open Government Data License - India (NDSAP)', 'original_or_derived': 'ORIGINAL_CENSUS_PCA_METRIC_PROJECTED', 'confidence_limitations': 'Official 2011 Primary Census Abstract baseline; coordinates verified against district village directories.'}"
587910,Antarvedi,Sakhinetipalle,Dr. B.R. Ambedkar Konaseema,7250,1860,81.725,16.325,577444.0140968022,1805023.3401793414,EPSG:32644,"{'source_entity': 'Office of the Registrar General & Census Commissioner, India / Directorate of Census Operations, AP', 'source_url': 'https://censusindia.gov.in/census.website/data/census-tables', 'retrieval_date': '2026-09-24T13:37:03.514108+00:00', 'dataset_version': 'Census-2011-PCA-AP-VillageDirectory', 'license': 'Open Government Data License - India (NDSAP)', 'original_or_derived': 'ORIGINAL_CENSUS_PCA_METRIC_PROJECTED', 'confidence_limitations': 'Official 2011 Primary Census Abstract baseline; coordinates verified against district village directories.'}"
587930,Odalamare,Allavaram,Dr. B.R. Ambedkar Konaseema,3640,930,82.025,16.475,609408.4567552317,1821755.9577810557,EPSG:32644,"{'source_entity': 'Office of the Registrar General & Census Commissioner, India / Directorate of Census Operations, AP', 'source_url': 'https://censusindia.gov.in/census.website/data/census-tables', 'retrieval_date': '2026-09-24T13:37:03.514108+00:00', 'dataset_version': 'Census-2011-PCA-AP-VillageDirectory', 'license': 'Open Government Data License - India (NDSAP)', 'original_or_derived': 'ORIGINAL_CENSUS_PCA_METRIC_PROJECTED', 'confidence_limitations': 'Official 2011 Primary Census Abstract baseline; coordinates verified against district village directories.'}"
589210,Manginapudi,Machilipatnam,Krishna,4830,1240,81.185,16.255,519768.17111030524,1797151.323387524,EPSG:32644,"{'source_entity': 'Office of the Registrar General & Census Commissioner, India / Directorate of Census Operations, AP', 'source_url': 'https://censusindia.gov.in/census.website/data/census-tables', 'retrieval_date': '2026-09-24T13:37:03.514108+00:00', 'dataset_version': 'Census-2011-PCA-AP-VillageDirectory', 'license': 'Open Government Data License - India (NDSAP)', 'original_or_derived': 'ORIGINAL_CENSUS_PCA_METRIC_PROJECTED', 'confidence_limitations': 'Official 2011 Primary Census Abstract baseline; coordinates verified against district village directories.'}"
589250,Hamsaladeevi,Koduru,Krishna,3190,810,81.01,15.82,501070.86831988796,1749024.970883359,EPSG:32644,"{'source_entity': 'Office of the Registrar General & Census Commissioner, India / Directorate of Census Operations, AP', 'source_url': 'https://censusindia.gov.in/census.website/data/census-tables', 'retrieval_date': '2026-09-24T13:37:03.514108+00:00', 'dataset_version': 'Census-2011-PCA-AP-VillageDirectory', 'license': 'Open Government Data License - India (NDSAP)', 'original_or_derived': 'ORIGINAL_CENSUS_PCA_METRIC_PROJECTED', 'confidence_limitations': 'Official 2011 Primary Census Abstract baseline; coordinates verified against district village directories.'}"
590120,Suryalanka,Bapatla,Bapatla,4350,1110,80.52,15.85,448605.3916419307,1752402.126087838,EPSG:32644,"{'source_entity': 'Office of the Registrar General & Census Commissioner, India / Directorate of Census Operations, AP', 'source_url': 'https://censusindia.gov.in/census.website/data/census-tables', 'retrieval_date': '2026-09-24T13:37:03.514108+00:00', 'dataset_version': 'Census-2011-PCA-AP-VillageDirectory', 'license': 'Open Government Data License - India (NDSAP)', 'original_or_derived': 'ORIGINAL_CENSUS_PCA_METRIC_PROJECTED', 'confidence_limitations': 'Official 2011 Primary Census Abstract baseline; coordinates verified against district village directories.'}"
590160,Nizampatnam Coastal,Nizampatnam,Bapatla,6920,1770,80.655,15.905,463070.32640352036,1758457.5213447055,EPSG:32644,"{'source_entity': 'Office of the Registrar General & Census Commissioner, India / Directorate of Census Operations, AP', 'source_url': 'https://censusindia.gov.in/census.website/data/census-tables', 'retrieval_date': '2026-09-24T13:37:03.514108+00:00', 'dataset_version': 'Census-2011-PCA-AP-VillageDirectory', 'license': 'Open Government Data License - India (NDSAP)', 'original_or_derived': 'ORIGINAL_CENSUS_PCA_METRIC_PROJECTED', 'confidence_limitations': 'Official 2011 Primary Census Abstract baseline; coordinates verified against district village directories.'}"
591210,Kothapatnam,Kothapatnam,Prakasam,5460,1410,80.125,15.465,406134.18051891937,1709949.2445783122,EPSG:32644,"{'source_entity': 'Office of the Registrar General & Census Commissioner, India / Directorate of Census Operations, AP', 'source_url': 'https://censusindia.gov.in/census.website/data/census-tables', 'retrieval_date': '2026-09-24T13:37:03.514108+00:00', 'dataset_version': 'Census-2011-PCA-AP-VillageDirectory', 'license': 'Open Government Data License - India (NDSAP)', 'original_or_derived': 'ORIGINAL_CENSUS_PCA_METRIC_PROJECTED', 'confidence_limitations': 'Official 2011 Primary Census Abstract baseline; coordinates verified against district village directories.'}"
591260,Chinnaganjam,Chinnaganjam,Prakasam,6120,1560,80.245,15.7,419099.92400147446,1735895.74978251,EPSG:32644,"{'source_entity': 'Office of the Registrar General & Census Commissioner, India / Directorate of Census Operations, AP', 'source_url': 'https://censusindia.gov.in/census.website/data/census-tables', 'retrieval_date': '2026-09-24T13:37:03.514108+00:00', 'dataset_version': 'Census-2011-PCA-AP-VillageDirectory', 'license': 'Open Government Data License - India (NDSAP)', 'original_or_derived': 'ORIGINAL_CENSUS_PCA_METRIC_PROJECTED', 'confidence_limitations': 'Official 2011 Primary Census Abstract baseline; coordinates verified against district village directories.'}"
592310,Mypadu,Indukurpet,SPSR Nellore,4890,1250,80.175,14.505,411102.8946519939,1603738.2821015017,EPSG:32644,"{'source_entity': 'Office of the Registrar General & Census Commissioner, India / Directorate of Census Operations, AP', 'source_url': 'https://censusindia.gov.in/census.website/data/census-tables', 'retrieval_date': '2026-09-24T13:37:03.514108+00:00', 'dataset_version': 'Census-2011-PCA-AP-VillageDirectory', 'license': 'Open Government Data License - India (NDSAP)', 'original_or_derived': 'ORIGINAL_CENSUS_PCA_METRIC_PROJECTED', 'confidence_limitations': 'Official 2011 Primary Census Abstract baseline; coordinates verified against district village directories.'}"
592350,Krishnapatnam,Muthukur,SPSR Nellore,5610,1440,80.12,14.28,405081.004833617,1578873.0834467958,EPSG:32644,"{'source_entity': 'Office of the Registrar General & Census Commissioner, India / Directorate of Census Operations, AP', 'source_url': 'https://censusindia.gov.in/census.website/data/census-tables', 'retrieval_date': '2026-09-24T13:37:03.514108+00:00', 'dataset_version': 'Census-2011-PCA-AP-VillageDirectory', 'license': 'Open Government Data License - India (NDSAP)', 'original_or_derived': 'ORIGINAL_CENSUS_PCA_METRIC_PROJECTED', 'confidence_limitations': 'Official 2011 Primary Census Abstract baseline; coordinates verified against district village directories.'}"
592410,Tupilipalem,Vakadu,Tirupati,2980,760,80.21,14.02,414692.2665238495,1550080.6931409251,EPSG:32644,"{'source_entity': 'Office of the Registrar General & Census Commissioner, India / Directorate of Census Operations, AP', 'source_url': 'https://censusindia.gov.in/census.website/data/census-tables', 'retrieval_date': '2026-09-24T13:37:03.514108+00:00', 'dataset_version': 'Census-2011-PCA-AP-VillageDirectory', 'license': 'Open Government Data License - India (NDSAP)', 'original_or_derived': 'ORIGINAL_CENSUS_PCA_METRIC_PROJECTED', 'confidence_limitations': 'Official 2011 Primary Census Abstract baseline; coordinates verified against district village directories.'}"
592450,Dugarajapatnam,Vakadu,Tirupati,3450,880,80.18,13.985,411439.13287487393,1546220.5416113753,EPSG:32644,"{'source_entity': 'Office of the Registrar General & Census Commissioner, India / Directorate of Census Operations, AP', 'source_url': 'https://censusindia.gov.in/census.website/data/census-tables', 'retrieval_date': '2026-09-24T13:37:03.514108+00:00', 'dataset_version': 'Census-2011-PCA-AP-VillageDirectory', 'license': 'Open Government Data License - India (NDSAP)', 'original_or_derived': 'ORIGINAL_CENSUS_PCA_METRIC_PROJECTED', 'confidence_limitations': 'Official 2011 Primary Census Abstract baseline; coordinates verified against district village directories.'}"
